,heading,rating,location,img_url,text,rating_unknown,cleaned_text
624,Anusarn Night Bazaar,3.0,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123273_20191003113541.jpg,"situated near the end of the famous chiang mai night bazaar, the anusarn night bazaar is known for being the largest and most exciting night market in chiang mai. shops lined along the street sell everything from jewellery, clothes, bags, local thai food, and souvenirs at reasonable prices. busy restaurants, pubs and massage parlours in the area serve to satiate the weary shopper.",0,situated near end famous chiang mai night bazaar anusarn night bazaar known largest exciting night market chiang mai shops lined along street sell everything jewellery clothes bags local thai food souvenirs reasonable prices busy restaurants pubs massage parlours area serve satiate weary shopper
625,Bua Tong Sticky Waterfalls,-1.0,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/1_20190321202005.jpg,"bua tong waterfalls in chiang mai is one of those places where you will encounter nature at its purest and rawest form. it is thailand’s most peerless location, one: a traveller must never miss out on. also known as the sticky waterfalls, this location is just about an hour and a half away towards the north from the old city of chiang mai. this place located far from the city makes an ideal location for locals to spend a relaxing and calming weekend at. bua tong is a scenic waterfall made from deposits of limestone and various other minerals. the waterfall also derives its nickname ‘sticky waterfall’ as the limestone generate plenty of friction to prevent you from slipping over the watery rocks. this makes it an easy task to climb to the top of the waterfall with the support of ropes.",1,bua tong waterfalls chiang mai one places encounter nature purest rawest form thailands peerless location one traveller must never miss on also known sticky waterfalls location hour half away towards north old city chiang mai place located far city makes ideal location locals spend relaxing calming weekend at bua tong scenic waterfall made deposits limestone various minerals waterfall also derives nickname sticky waterfall limestone generate plenty friction prevent slipping watery rocks makes easy task climb top waterfall support ropes
626,Chang Puak Gate Night Market,2.6,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/800px-Night_Market_Chiang_Mai_20190327120604_20190327120627.jpg,"also known as the north gate market, talat phlu chang phueak, translating to the chang puak gate night market, is a food market located in northern chiang mai. shops lining the street sizzle the air with sounds and smells of flaming woks cooking traditional thai delicacies, especially seafood. the market is visited by a lot of tourists who seek to experience authentic thai cuisine at cheap prices.",0,also known north gate market talat phlu chang phueak translating chang puak gate night market food market located northern chiang mai shops lining street sizzle air sounds smells flaming woks cooking traditional thai delicacies especially seafood market visited lot tourists seek experience authentic thai cuisine cheap prices
627,Thai Elephant Care Centre,3.3,CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123244.jpg,"founded in 1976, the thai elephant care centre serves as the last home for elderly elephants before they pass away. staff and visitors devote their time to caring and bonding with old elephants, helping them in their daily routines of bathing, feeding and healthcare. spending a day at this facility can be a deeply emotional and life-changing experience.",0,founded 1976 thai elephant care centre serves last home elderly elephants pass away staff visitors devote time caring bonding old elephants helping daily routines bathing feeding healthcare spending day facility deeply emotional life changing experience
628,Songkran,3.6,CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123220.jpg,"songkran is an annual thai festival that rings in the buddhist new year, marked by a national holiday in thailand. locals devote their time in prayer and veneration of the buddha image, and then engage in water games, bursting firecrackers and preparing thai delicacies. due to the presence of numerous temples in chiang mai, many thais prefer celebrating songkran here.",0,songkran annual thai festival rings buddhist new year marked national holiday thailand locals devote time prayer veneration buddha image engage water games bursting firecrackers preparing thai delicacies due presence numerous temples chiang mai many thais prefer celebrating songkran here
629,Wat Srisuphan,4.1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123209_20191001161723.jpg,"since it is constructed completely out of silver, wat srisuphan makes for one of the most breathtaking temples in chiang mai. the glistening interiors of the temple are also decorated from wall to wall with mirror work, silver and bright colours, along with a silver buddha. the temple conducts monk chats, wherein visitors can converse with monks about buddhism.",0,since constructed completely silver wat srisuphan makes one breathtaking temples chiang mai glistening interiors temple also decorated wall wall mirror work silver bright colours along silver buddha temple conducts monk chats wherein visitors converse monks buddhism
630,Wat Pha Lat,3.5,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123231_20191009163151.jpg,"located deep within a forest, wat pha lat is a temple that merges the spirituality of buddhism with the beauty of nature. it can be reached after a delightful hike along the monk's trail, completing which the temple offers a rewarding experience. one finds that stone images and carved statues are set amidst freely flowing waterfalls, sounds of birds and a peaceful atmosphere.",0,located deep within forest wat pha lat temple merges spirituality buddhism beauty nature reached delightful hike along monk s trail completing temple offers rewarding experience one finds stone images carved statues set amidst freely flowing waterfalls sounds birds peaceful atmosphere
631,Wat Phra That Doi Kham,4.1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123210_20190930190015.jpg,"wat phra that doi kham, also known as the golden temple, is a temple housing a 17 metre tall golden statue of buddha atop a hill. set against the picturesque doi pui mountains with a panoramic view of the city below, the temple is said to preserve a lock of buddha's hair. the complex is decorated with bells and gongs, as well as ancient sculptures of mythical creatures.",0,wat phra doi kham also known golden temple temple housing 17 metre tall golden statue buddha atop hill set picturesque doi pui mountains panoramic view city below temple said preserve lock buddha s hair complex decorated bells gongs well ancient sculptures mythical creatures
632,"Grand Canyon, Chiang Mai",-1.0,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/33035144805_290af2d986_b_20190322110859.jpg,"planning a day's outing with your loved ones? head over to hang dong canyon, a striking canyon located just an hour away from central chiang mai. it is also fondly known as the grand canyon of chiang mai – the name adapted from its american counterpart which looks uncannily similar. away from the hustle-bustle of the city life, a visit to the grand canyon can be the much-needed change that you are looking for.",1,planning day s outing loved ones head hang dong canyon striking canyon located hour away central chiang mai also fondly known grand canyon chiang mai name adapted american counterpart looks uncannily similar away hustle bustle city life visit grand canyon much needed change looking for
633,Baan Chang Elephant Park,3.5,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123234_20190930184749.jpg,"baan chang elephant park is a conservative sanctuary dedicated to the care and well-being of asian elephants. they offer programs which offer guidance for proper communication, feeding, bathing and riding of elephants. their mahout training sessions are useful in understanding the needs of young and old elephants, aiming at bringing man and nature closer.",0,baan chang elephant park conservative sanctuary dedicated care well being asian elephants offer programs offer guidance proper communication feeding bathing riding elephants mahout training sessions useful understanding needs young old elephants aiming bringing man nature closer
634,Suan Dok Gate,3.2,CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123252.jpg,"the suan dok gate is a prime historical landmark situated in the si phum district of chiang mai. it once formed a part of the walled settlement of wiang suan dok during the period of the lanna kingdom around the 14th century. today, it stands as a reminder of the grand architectural feat of the city's traditions, while also serving as a centre point for hotels and restaurants to flourish.",0,suan dok gate prime historical landmark situated si phum district chiang mai formed part walled settlement wiang suan dok period lanna kingdom around 14th century today stands reminder grand architectural feat city s traditions also serving centre point hotels restaurants flourish
635,Mae Sa Waterfall,3.8,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123216_20190918170345.jpg,"mae sa waterfall is an eight level waterfall set amidst the lush rainforests of mae sa. visitors can picnic near the lower waterfalls, or trek upwards to the higher tiers which are uncrowded and peaceful. there are several vendors around who sell local street food delicacies that tourists can enjoy. the surrounding mae sa valleys also offer opportunities for adventure activities.",0,mae sa waterfall eight level waterfall set amidst lush rainforests mae sa visitors picnic near lower waterfalls trek upwards higher tiers uncrowded peaceful several vendors around sell local street food delicacies tourists enjoy surrounding mae sa valleys also offer opportunities adventure activities
636,Fang,4.4,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123191_20191009174345.jpg,"fang is a quiet town located in northern chiang mai, which boasts of scenic beauty and natural sights. doi ang khang, fang lake, wat tha ton, fang hot springs, sky walk, and doi pha hom pok national park are among the most popular ones. since the place doesn't see much tourist footfall, it makes for a great place to relax and unwind.",0,fang quiet town located northern chiang mai boasts scenic beauty natural sights doi ang khang fang lake wat tha ton fang hot springs sky walk doi pha hom pok national park among popular ones since place see much tourist footfall makes great place relax unwind
637,Lazarus Island,3.2,singapore,https://www.holidify.com/images/cmsuploads/compressed/Lazarus-Island_20180714160624.jpg,"one of singapore's best-kept secrets, the lazarus island is nestled south of mainland singapore. with its breathtakingly beautiful surroundings, the beach is a perfect sandy affair and an ideal spot to soak in the rays and have a picnic.",0,one singapore s best kept secrets lazarus island nestled south mainland singapore with breathtakingly beautiful surroundings beach perfect sandy affair ideal spot soak rays picnic
638,Gardens by the Bay,4.7,Marina Bay,https://www.holidify.com/images/cmsuploads/compressed/30284351318_3c318bdd82_b_20191014170606.jpg,"a must-visit place in singapore, gardens by the bay is a 101 hectare nature park, and botanic gardens. home to almost 4,00,000 plants, it is famous for the awe-inspiring supertree groves, skyway, flower dome and the hypnotic garden rhapsody, the light and sound show.timings:  5:00 am - 2:00 am, conservatories & ocbc skyway: 9:00 am - 9:00 pm, last ticket sale: 8:00 pmentry fee: gardens: free, conservatories: adult: sgd 28, child (under 13yr): sgd 13, ocbc skyway: adult: sgd 8, child (under 13yr): sgd 5  nearest mrt: bayfront",0,must visit place singapore gardens bay 101 hectare nature park botanic gardens home almost 4 00 000 plants it famous awe inspiring supertree groves skyway flower dome hypnotic garden rhapsody light sound show timings 5 00 2 00 am conservatories ocbc skyway 9 00 9 00 pm last ticket sale 8 00 pmentry fee gardens free conservatories adult sgd 28 child under 13yr sgd 13 ocbc skyway adult sgd 8 child under 13yr sgd 5 nearest mrt bayfront
639,Sentosa Island,4.2,singapore,https://www.holidify.com/images/cmsuploads/compressed/1_sentosa_aerial_2016_20190127112531.jpg,"a tiny resort-island off the southern coast of singapore, sentosa island is home to themed attractions, sun-washed beaches, lush rainforests, amazing spas and some popular resort hotels.",0,tiny resort island southern coast singapore sentosa island home themed attractions sun washed beaches lush rainforests amazing spas popular resort hotels
640,Pulau Ubin,4.7,singapore,https://www.holidify.com/images/cmsuploads/compressed/8241420576_56957f75ca_k_20191016131432.jpg,"pulau ubin is a 10.2 square kilometre island lying northeast of singapore. translating to granite island in malay, it is one of the last two kampongs of singapore - a place where one can truly enjoy and experience singapore for what it used to be. the main attraction is the chek jawa wetlands.",0,pulau ubin 10 2 square kilometre island lying northeast singapore translating granite island malay one last two kampongs singapore place one truly enjoy experience singapore used be main attraction chek jawa wetlands
641,Haw Par Villa,4.4,West And Southwest Singapore,https://www.holidify.com/images/cmsuploads/compressed/Haw_Par_Villa_3_(32129418165)_20180626114310.jpg,"formerly known as the tiger balm garden, haw par villa is an asian culture theme park and singapore's largest outdoor art gallery. claimed to be the last of its kind in the world, this repository of asian folklore and myths is famous for depicting the ""ten courts of hell"" from chinese folklore.timings: park: 9:00 am - 10:00 pm, last entry at 9:30 pm ten courts of hell: 9:00 am - 9:30 pm, last entry at 9:15 pm",0,formerly known tiger balm garden haw par villa asian culture theme park singapore s largest outdoor art gallery claimed last kind world repository asian folklore myths famous depicting ten courts hell chinese folklore timings park 9 00 10 00 pm last entry 9 30 pm ten courts hell 9 00 9 30 pm last entry 9 15 pm
642,Singapore Botanic Gardens,4.9,singapore,https://www.holidify.com/images/cmsuploads/compressed/15960226189_30d7cf61e1_b_20190127111523.jpg,"singapore botanic gardens is the only tropical garden to feature as a unesco world heritage site. the 82-hectare garden houses more than 10,000 species of flowering plants and trees. the prime attractions are the national orchid garden, and jacob ballas children’s garden.timings: 5:00 am - 12:00 amentry fees: free nearest mrt:  botanic gardens",0,singapore botanic gardens tropical garden feature unesco world heritage site 82 hectaregarden houses 10 000 species flowering plants trees prime attractions national orchid garden jacob ballas childrens garden timings 5 00 12 00 amentry fees free nearest mrt botanic gardens
643,Cloud Forest,2.6,Marina Bay,"https://www.holidify.com/images/cmsuploads/compressed/1024px-Cloud_Forest,_Gardens_by_the_Bay,_Singapore_-_20120617-05_20180509111022.jpg","the cloud forest dome, housed in gardens by the bay, is a greenhouse-like structure, re-creating the tropical montane climate found between 1500m and 3000m. the centrepiece attraction is a 35m high mountain with the world's tallest indoor waterfall.timings: 9:00 am - 9:00 pmlast ticket sold at 8:00 pm last entry: 8:00 pmmist timings: 10:00 am, 12:00 pm, 2:00 pm, 4:00 pm, 6:00 pm, 8:00 pm",0,cloud forest dome housed gardens bay greenhouse like structure re creating tropical montane climate found 1500m 3000m centrepiece attraction 35m high mountain world s tallest indoor waterfall timings 9 00 9 00 pmlast ticket sold 8 00 pm last entry 8 00 pmmist timings 10 00 am 12 00 pm 2 00 pm 4 00 pm 6 00 pm 8 00 pm
644,ArtScience Museum,4.5,Marina Bay,https://www.holidify.com/images/cmsuploads/compressed/1024px-ArtScience_Museum_viewed_from_Bayfront_Drive_20180514203240_20180514203347.jpg,"the artscience museum at marina bay is a premier exhibition space featuring touring exhibitions from art and science. one of the quirkiest buildings and things to see in singapore, it houses ever-changing themes and displays across its 21 gallery spaces.timings: 10:00 am - 7:00 pmlast admission at 6:00 pm",0,artscience museum marina bay premier exhibition space featuring touring exhibitions art science one quirkiest buildings things see singapore houses ever changing themes displays across 21 gallery spaces timings 10 00 7 00 pmlast admission 6 00 pm
645,SEA Aquarium,4.7,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/SEA5_20180503174848.JPG,"the south east asia aquarium or the sea aquarium is one of the largest aquariums in the world, home to more than 800 species of aquatic wildlife. the chief draw is the open ocean tank - world's largest viewing panel and the only aquarium in the world to house the giant oceanic manta ray.timings: 10:00 am - 7:00 pmentry fees: adult ( 13-59 years): sgd 40 child (4-12 years): sgd 29 senior (60 years and above): sgd 29",0,south east asia aquarium sea aquarium one largest aquariums world home 800 species aquatic wildlife chief draw open ocean tank world s largest viewing panel aquarium world house giant oceanic manta ray timings 10 00 7 00 pmentry fees adult 13 59 years sgd 40 child 4 12 years sgd 29 senior 60 years above sgd 29
646,Helix Bridge,4.3,singapore,https://www.holidify.com/images/cmsuploads/compressed/8295145909_864354fb21_b_20190807114456.jpg,"connecting marina central to marina south lays the gorgeous helix bridge. popularly known as ""the helix"", it is a pedestrian bridge linking the city's existing cbd area with the newly developed bayfront district. the stunning edifice shines dazzlingly at night by ribbons of led lighting, turning it into a popular tourist attraction.",0,connecting marina central marina south lays gorgeous helix bridge popularly known the helix pedestrian bridge linking city s existing cbd area newly developed bayfront district stunning edifice shines dazzlingly night ribbons led lighting turning popular tourist attraction
647,Buddha Tooth Relic Temple,4.6,Chinatown,https://www.holidify.com/images/cmsuploads/compressed/buddha-tooth-relic-temple-2025319_960_720_20190926145357.jpg,"the buddha tooth relic temple is a chinese buddhist temple in chinatown, singapore. the five-storey temple is famed worldwide for storing the left canine tooth of lord buddha, recovered from his funeral pyre in kushinagar, india.timings : 7:00 am - 7:00 pm daily stupa chamber and museum: 9:00 am - 6:00 pm",0,buddha tooth relic temple chinese buddhist temple chinatown singapore five storey temple famed worldwide storing left canine tooth lord buddha recovered funeral pyre kushinagar india timings 7 00 7 00 pm daily stupa chamber museum 9 00 6 00 pm
648,Marina Bay Sands,5.0,Marina Bay,https://www.holidify.com/images/cmsuploads/compressed/Marina_Bay_Sands_in_the_evening_-_20101120_20190127113424_20190314132731.jpg,"singapore's most iconic hotel, marina bay sands is a resort complex, ranked as the world's most expensive standalone casino property. the 55-storey tower is home to the world's largest infinity pool and atrium casino. other prime attractions include the shoppes mall, artscience museum and sands skypark.  nearest mrt:  bayfront",0,singapore s iconic hotel marina bay sands resort complex ranked world s expensive standalone casino property 55 storey tower home world s largest infinity pool atrium casino prime attractions include shoppes mall artscience museum sands skypark nearest mrt bayfront
649,River Safari Singapore,4.5,Northern And Central Singapore,https://www.holidify.com/images/cmsuploads/compressed/RSScover_20180519163742.jpg,"singapore river safari is asia's first river-themed zoo and aquarium. spread across the ten unique riverine ecosystems, it houses around 6,000 animals of over 300 species. timings: river safari: 10:00 am - 7:00 pm,last entry 6:30 pmentry fees: adults: sgd 32,children (3 - 12 years): sgd 21,seniors (singaporean): sgd 15",0,singaporeriver safari asia s first river themed zoo aquarium spread across ten unique riverine ecosystems houses around 6 000 animals 300 species timings river safari 10 00 7 00 pm last entry 6 30 pmentry fees adults sgd 32 children 3 12 years sgd 21 seniors singaporean sgd 15
650,East Coast Park,4.7,Eastern Singapore,https://www.holidify.com/images/cmsuploads/compressed/6afa1e6524d409aa9ca05636119ea625_20180509182456.jpg,"east coast park is a 15km long stretch of seafront park, nestled along the southeastern coast of singapore. spread across 185 hectares of reclaimed land, it is a much-loved spot among the locals who flock here to windsurf, swim, kayak, picnic, swim, barbecue, bicycle, skateboard and eat.",0,east coast park 15km long stretch seafront park nestled along southeastern coast singapore spread across 185 hectares reclaimed land itis much loved spot among locals flock windsurf swim kayak picnic swim barbecue bicycle skateboard eat
651,Universal Studios Singapore,5.0,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/Universal_Studios_Singapore_Resorts_World_Sentosa_-_20110728_20190127112032_20190314125629.jpg,"universal studios singapore is a theme park located in resorts world sentosa. with 28 thrilling rides, exciting attractions, spectacular shows, and divided into seven fun zones, it is a must-visit place in singapore.timings: 10:00 am - 6:00 pmentry fees: adult (age 13-59): sgd81child (age 4-12): sgd61senior (age 60 and above): sgd43",0,universal studios singapore theme park located resorts world sentosa 28 thrilling rides exciting attractions spectacular shows divided seven fun zones isa must visit place singapore timings 10 00 6 00 pmentry fees adult age 13 59 sgd81child age 4 12 sgd61senior age 60 above sgd43
652,Singapore Night Safari,4.3,Northern And Central Singapore,https://www.holidify.com/images/cmsuploads/compressed/attr_2508_20190803164824.jpg,"world's first nocturnal zoo, singapore night safari houses more than 130 species of animals. it uses the open-concept enclosures or trams to take the visitors on a 45-minute commented tour of its nocturnal animals and habitats.timings: 7:15 pm - 12:00 am,last ticket sale at 11:15 pmentry fees: adults: sgd 47,children: sgd 31,seniors: sgd 20",0,world s first nocturnal zoo singapore night safari houses 130 species animals uses open concept enclosures trams take visitors 45 minute commented tour nocturnal animals habitats timings 7 15 pm 12 00 am last ticket sale 11 15 pmentry fees adults sgd 47 children sgd 31 seniors sgd 20
653,Singapore Flyer,4.6,Marina Bay,https://www.holidify.com/images/cmsuploads/compressed/26803650046_cc30307063_b_20180716185320.jpg,"singapore flyer is asia's largest giant observation wheel. an iconic thing to see in singapore, the stunning view from the flyer is best experienced at dusk - view the iconic attractions like singapore river, raffles place, merlion park lit up spectacularly at night. timings : ticket booth: 8:00 am - 10:00 pm, wheel: 8:30 am - 10:30 pm, last entry at 10:00 pm entry fee: adult: sgd: 33, child (under 13yr): sgd 21 nearest mrt:  promenade",0,singapore flyer asia s largest giant observation wheel iconic thing see singapore stunning view flyer best experienced dusk view iconic attractions like singapore river raffles place merlion park lit spectacularly night timings ticket booth 8 00 10 00 pm wheel 8 30 10 30 pm last entry 10 00 pm entry fee adult sgd 33 child under 13yr sgd 21 nearest mrt promenade
654,Merlion Park,4.5,Marina Bay,https://www.holidify.com/images/cmsuploads/compressed/37866805532_4d430c4545_h_20190813225231_20190813225304.jpg,"the picturesque merlion park is an iconic singapore sight, housing two merlion statues. merlion is a mythical creature with the head of a lion and the body of a fish and is considered an icon of the lion city.timings: 24 hoursentry fees: free",0,picturesque merlion park iconic singapore sight housing two merlion statues merlion mythical creature head lion body fish considered icon lion city timings 24 hoursentry fees free
655,Arab Street Singapore,2.5,Kampong Glam,https://www.holidify.com/images/cmsuploads/compressed/16109300955_5543b5babb_k_20180529164243.jpg,"arab street is a neighbourhood in the malay-muslim quarter of singapore. it is known for its eclectic mix of exotic stores selling crafts, accessories, textiles, and home furnishing from the middle east. the famous sultan mosque is also located here.",0,arab street neighbourhood malay muslim quarter singapore known eclectic mix exotic stores selling crafts accessories textiles home furnishing middle east the famous sultan mosque also located here
656,Singapore Cable Car,4.1,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/attr_121415_20191021173612.jpg,"the singapore cable car is a gondola lift that facilitates an aerial link from mount faber to sentosa’s resort island. it affords a bird’s eye view of the main attractions of singapore like mount faber, harbourfront, merlion, sentosa island and the universal studios singapore.",0,singapore cable car gondola lift facilitates aerial link mount faber sentosas resort island affords birds eye view main attractions singapore like mount faber harbourfront merlion sentosa island universal studios singapore
657,Madame Tussauds Singapore,2.6,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/Madame_Tussauds_Singapore_facade_12.29.15_20180530210645.JPG,"madame tussauds singapore is the branch of the popular madame tussauds wax museum based out of london. ite has life-like wax statues of notable personalities and global icons in the fields of art, music, movies, sports, and politics.timings: 10:00 am - 6:00 pm",0,madame tussauds singapore branch popular madame tussauds wax museum based london ite life like wax statues notable personalities global icons fields art music movies sports politics timings 10 00 6 00 pm
658,Mount Faber Park,4.4,West And Southwest Singapore,"https://www.holidify.com/images/cmsuploads/compressed/1200px-Faber_Point_4,_Nov_06_20180525174025.JPG","one of the most popular sightseeing destinations in singapore, mount faber park is a hill rising up to a height o 94 meters and located within the bukit merah town. overlooking the region of telok blangah, its peak can be accessed via the mount faber road or the morse road but there are numerous trails leading right up to the top that has the adventurous tourists walk up the hill.",0,one popular sightseeing destinations singapore mount faber park hill rising height 94 meters located within bukit merah town overlooking region telok blangah peak accessed via mount faber road morse road numerous trails leading right top adventurous tourists walk hill
659,Orchard Road,4.6,singapore,https://www.holidify.com/images/cmsuploads/compressed/attr_2511_20200123154613.jpg,"one of the main shopping street of singapore, orchard road is 2.2 kilometre long upscale shopping destination. famous for luxury retail shopping experience, it is home to internationally renowned stores, coffeehouses and restaurants.",0,one main shopping street singapore orchard road 2 2 kilometre long upscale shopping destination famous luxury retail shopping experience home internationally renowned stores coffeehouses restaurants
660,National Orchid Garden,4.7,singapore,https://www.holidify.com/images/cmsuploads/compressed/NOGcover_20180507152754.JPG,"the national orchid garden of singapore is home to the largest display of tropical orchids in the world/. it currently houses over 60,000 orchid plants, out of which 1000 are pure species and 2000 are hybrids.timings: 8:30 am - 7:00 pm,last entry: 6:00 pmentry fees: adults: sgd 5,students: sgd 1,seniors (60 and above): sgd 1,children below 12 years: no entry fee",0,national orchid garden singapore home largest display tropical orchids world currently houses 60 000 orchid plants 1000 pure species 2000 hybrids timings 8 30 7 00 pm last entry 6 00 pmentry fees adults sgd 5 students sgd 1 seniors 60 above sgd 1 children 12 years entry fee
661,Singapore Zoo,4.5,Northern And Central Singapore,https://www.holidify.com/images/cmsuploads/compressed/800px-Handsome_Orang_Utang_Family_in_Singapore_Zoo-1_11944458564_20190911153240.jpg,"regarded as one of the best zoos in the world, the singapore zoo is famed for housing the largest captive colony of orangutans in the world. another major highlight is the rainforest kidzworld, a technicolour play area for the little ones.timings: 8:30 am - 6:00 pm,last entry: 5:30 pmentry fees: adult: sgd 33,child (3 - 12 years): sgd 22",0,regarded one best zoos world singapore zoo famed housing largest captive colony orangutans world another major highlight rainforest kidzworld technicolour play area little ones timings 8 30 6 00 pm last entry 5 30 pmentry fees adult sgd 33 child 3 12 years sgd 22
662,Little India,2.5,singapore,https://www.holidify.com/images/foreign/compressed/attr_2515.jpg,"little india is an ethnic neighbourhood of singapore - a major hub of the singaporean indian community. commonly known as ""tekka"", the historic centre is known for the vibrant culture, buzzing nightlife, binge-worthy street food and world-class shopping.",0,little india ethnic neighbourhood singapore major hub singaporean indian community commonly known tekka historic centre known vibrant culture buzzing nightlife binge worthy street food world class shopping
663,"Chinatown, Singapore",4.2,singapore,https://www.holidify.com/images/cmsuploads/compressed/attr_2516_20190911182232.jpg,"one of the most popular neighbourhoods of singapore, chinatown is all about hustle bustle and authentic chinese food and culture.",0,one popular neighbourhoods singapore chinatown hustle bustle authentic chinese food culture
664,Jurong Bird Park,4.7,West And Southwest Singapore,https://www.holidify.com/images/cmsuploads/compressed/JurongBirdPark_20170714174402.jpg,"jurong bird park is asia's largest bird park housing over 5000 birds from around 400 varied species. spread across 20.2 hectares, the major highlight is the waterfall aviary - the world's largest walk-in aviary.timings: 8:30 am - 6:00 pmentry fees: adult: sgd 29,child (3 - 12 years): sgd 19,senior citizen: sgd 13",0,jurong bird park asia s largest bird park housing 5000 birds around 400 varied species spread across 20 2 hectares major highlight waterfall aviary world s largest walk in aviary timings 8 30am 6 00 pmentry fees adult sgd 29 child 3 12 years sgd 19 senior citizen sgd 13
665,Clarke Quay,4.6,The Quays,https://www.holidify.com/images/cmsuploads/compressed/Another_view_of_Clarke_Quay_(8569811690)_20190127113119.jpg,"the clarke quay is a popular riverside quay in singapore flanked by stylish restaurants, and high-end boutiques. also lined up along the river are buzzing nightclubs, river cruise bumboats and floating cafes that make the place singapore's major wining and dining area.",0,clarke quay apopular riverside quay singaporeflanked stylish restaurants high end boutiques also lined along river buzzing nightclubs river cruise bumboats floating cafes make place singapore s major wining dining area
666,Siloso Beach,4.4,Sentosa Island,https://www.holidify.com/images/cmsuploads/compressed/35950677093_5c6fd480c4_k_20180702153117.jpg,"the siloso beach is renowned for being the hippiest of the three beaches of sentosa island. home to some of the best bars and restaurants in the area, it is ideal for people who love the sun and the sand. siloso beach is well known for its outdoor activities as well, especially beach volleyball.",0,siloso beach renowned hippiest three beachesof sentosa island home best bars restaurants area ideal people love sun sand siloso beach well known outdoor activities well especially beach volleyball
667,Waterfront Promenade Singapore,2.5,singapore,https://www.holidify.com/images/cmsuploads/compressed/05_MB_water_promenade_04_20180609201912.jpg,"the waterfront promenade is a long walking stretch of more than 2 miles connecting the bayfront, marina centre and collyer quar in singapore. the well-kept waterfront is lined with boutique shops and fancy restaurants. the main attraction, however, is the merlion statue (the national icon of singapore).",0,waterfront promenade long walking stretch 2 miles connecting bayfront marina centre collyer quar singapore well kept waterfront lined boutique shops fancy restaurants main attraction however merlion statue the national icon singapore
668,National Gallery Singapore,4.8,singapore,https://www.holidify.com/images/cmsuploads/compressed/32211628285_215189cafb_k_20180516001413.jpg,"the national gallery singapore is an art museum showcasing the world's largest collection of colonial and post-colonial asian and southeast asian art. housed in the iconic former supreme court buildings and the city hall, it is the largest museum and venue for the visual arts in singapore.timings: saturday - thursday: 10:00 am - 7:00 pm,friday: 10:00 am - 9:00 pm,last entry 30 minutes before closing",0,national gallery singapore art museum showcasing world s largest collection colonial post colonial asian southeast asian art housed iconic former supreme court buildings city hall largest museum venue visual arts singapore timings saturday thursday 10 00 7 00 pm friday 10 00 9 00 pm last entry 30 minutes closing
669,Raffles Hotel Singapore,4.4,Colonial District,https://www.holidify.com/images/cmsuploads/compressed/attr_2512_20190906125331.jpg,"one of the most famous and iconic hotels in singapore, the raffles hotel is on the top of almost every visitor’s to-visit list in singapore. located in the colonial district of singapore, it is claimed to be one of the world's last majestic 19th century hotels.",0,one famous iconic hotels singapore raffles hotel top almost every visitors to visit list singapore located colonial district singapore claimed one world s last majestic 19th century hotels
670,Asian Civilisations Museum,4.7,Colonial District,https://www.holidify.com/images/cmsuploads/compressed/40723734372_59dfcd5094_b_20191021162537.jpg,"ranked as one of the top museums in asia, the asian civilisations museum displays artefacts and relics depicting the cultures and civilisations of asia. there are over 2000 artefacts spread across seven galleries on three levels.timings: saturday - thursday: 10:00 am - 7:00 pm,friday: 10:00 am - 9:00 pm,last entry 15 minutes before closing",0,ranked one top museums asia asian civilisations museum displays artefacts relics depicting cultures civilisations asia 2000 artefacts spread across seven galleries three levels timings saturday thursday 10 00 7 00 pm friday 10 00 9 00 pm last entry 15 minutes closing
671,Sri Mariamman Temple,4.4,singapore,https://www.holidify.com/images/cmsuploads/compressed/7049605733_eb6302d7f2_o_20191001135833.jpg,"the oldest temple in singapore, sri mariamman temple is located in chinatown. the exquisite temple is dedicated to goddess mariamman, a hindu deity known for curing illness, disease and epidemics. the ornate and elaborate detailing of the gopuram (tower) above the entrance is a sight to behold.timings: 5:00 am - 11:30 am, 5:00 pm - 8:45 pm",0,oldest temple singapore sri mariamman temple located chinatown exquisite temple dedicated goddess mariamman hindu deity known curing illness disease epidemics the ornate elaborate detailing gopuram tower entrance sight behold timings 5 00 11 30 am 5 00 pm 8 45 pm
