,heading,rating,location,img_url,text
586, 2. Wat Phra Singh  ,"
4.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123190_20190429111958.jpg," Often regarded as the most beautiful Chiang Mai temple, Wat Phra Singh is a Buddhist temple in the western part of the old Chiang Mai City. It is perhaps the second most important Chiang Mai temple after Wat Phra That Doi Suthep. During each Songkran; the Thai New Year, the figure is taken out and paraded through the Chiang Mai streets. This religious procession witnesses spectators sprinkling water in honour over the statue. "
587, 3. Chiang Mai Night Safari ,"
3.7
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/Nitesafari03-thai_20190127152709.JPG," World’s largest and ranked second as a nocturnal zoo, Chiang Mai Night safari park is an unparalleled African-Savannah-Cross Zoological park cum night safari located 11 kilometers south-west from the city center of Chiang Mai. It functions as a zoo by the day and as the world’s unmatched night safari after dawn. Modeled after Singapore Night Safari, the Chiang Mai Night Safari provides visitors with a mind-blowing experience similar to being out in the wilderness at night. "
588, 4. Doi Inthanon National Park ,"
4.1
 /5
",CHIANG-MAI,"https://www.holidify.com/images/cmsuploads/compressed/Doi_Inthanon_National_Park_Chiang_Mai,Thailand_20190127152221.jpg"," Located in the Chiang Mai province of Northern Thailand, the Doi Inthanon National Park is situated at the top of Doi Inthanon, the tallest mountain of the country. The spectacular views of the surroundings, as well as the interesting hiking trails and the beautiful waterfalls found at frequent intervals, is definitely worth a visit. Called imaginatively as the “Roof of Thailand,” this park enjoys a huge number of visitors who are amazed to find the montane farms and quaint villages inside the rain forest. The cool climate of Doi Inthanon National Park is yet another factor that finds a lot of takers. "
589, 5. Elephant Jungle Sanctuary ,-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/63564_20190317111025.jpg," When you hear the sound of over 30 elephants trumpeting in the distance, you can be sure you are close to the Elephant Jungle Sanctuary in Chiang Mai. Serving as a home to all those elephants who were once labourers to the logging and tourism industry of Thailand, the Elephant Jungle Sanctuary is not less than heaven on Earth for these animals. During your trip to the place, you will experience the divine atmosphere in which these elephants live. Your experience will definitely become a memorable one when you reach out to the elephants and spend some time playing with them. And the best part of all is the friendliness with which the elephants accept you, responding equally to your tickling and splashing. "
590, 6. Wat Chedi Luang ,"
4.7
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123189_20190913135442.jpg," Wat Chedi Luang or ‘the temple of the Great Stupa’ is a Buddhist temple inside the old city in Chiang Mai, Thailand. The current temple grounds originally consisted of three temples — Wat Chedi Luang, Wat Ho Tham and Wat Sukmi. The construction of the temple started in the 14th century under King Saen Muang Ma who planned to bury the ashes of his father there, due to prolonged issues the Wat was finally completed in the 15th century under the reign of King Tilokaraj. "
591, 7. Flight of the Gibbon ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123202_20191210114932.jpg," Established in 2007 the Flight of the Gibbon is a world-renowned company offering zip lining experience to those seeking adventure. Zip lining over and across the lush rainforests while seeing and hearing the sounds of the jungle make the experience worthwhile. However, it is the gibbons, from where the company gets its name, that steal the show. "
592, 8. Sunday Walking Street ,"
3.3
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123247_20191029112254.jpg," One of the most famous shopping experiences in Chiang Mai, the Sunday Walking Street is a busy night market that runs from Tha Pae Gate along Ratchadamnoen Road every Sunday. It is nothing short of a festival, complete with blazing lights, music, entertainment spaces, artists, massage parlours, local street foods, shops selling local handicrafts items, and of course, seas of people. "
593, 9. Chiang Dao Cave ,"
3.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123256_20191003103719.jpg," At the foothills of the Chiang Dao mountain lies the Chiang Dao Cave, full of natural wonders and mysteries. The interiors of the cave are patterned with the naturally occurring stalagmites and stalactites. The cave running for more than 12 kilometres also contains several Buddhist relics, ancient statues, a lovely fish pond, and exciting dark passageways.  "
594, 10. Art in Paradise ,-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/38632698011_d74ac2fef6_b_20190316211105.jpg," One of the biggest 3D museums in the world, Art in Paradise is a very fun and exciting place in Chiang Mai. The museum is an ideal stoppage point for those who love to capture the wonders of the world through their camera lens. A giant cat pawing at you, a waterfall flowing beneath your feet, a huge wave following you and many more wonderful frescoes awaits you at the Art in Paradise Chiang Mai. These are just a pinch of 130 artistic illusion images spread throughout the museum. "
595, 11. Lanna Folklife Museum ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123208.jpg," Located opposite the Chiang Mai City Arts & Cultural Centre, Lanna Folklife Museum is an exhibition celebrating traditions of the ancient Lanna Kingdom. It has 18 exhibits depicting everyday activities from local life, with realistic life-sized wax statues of people. They are accompanied by information boards which describe the scenes in Thai, Mandarin and English. "
596, 12. Hill Tribes ,"
3.6
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123222.jpg," The Chiang Mai countryside sprawled across scenic mountains and lush greenery, is inhabited by a number of traditional hill tribes. Tribes like the Akha, Palong, Karen and the famous Padaungs have settled in villages which are funded and developed by royal charities and relief organisations. They can be found in and around the Doi Suthep mountains, Huey Naam Rin, Nor Lae, and Nong Tong Villages where they often engage in producing handcrafted tribal arts for livelihood.  "
597, 13. Chiang Mai Zoo ,"
3.7
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123219_20191002153942.jpg," Spread across 200 acres, The Chiang Mai Zoo is one of the oldest zoos in northern Thailand. Housing animal species from all over the world, the Chiang Mai Zoo also has an Aviary, called Nakornping Bird Park, housing over 1500 species of local and international bird species.  "
598, 14. Bo Sang Umbrella Village ,-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/037035f0bf73756a07e5a9d8f72533f3_20190509191316.jpg," A medium sized  village perched on the outskirts of Chiang Mai, Bo Sang Umbrella Village is a handicrafts village. Beautiful little paper umbrellas of different vibrant colours are made and sold here. These pretty canopies are a part of their heritage handicraft and are known for their quality, not just locally but internationally. The uniquely interesting village is a picturesque beauty, unlike any regular traditional market. Tourists can engage in an interaction with the villagers here to understand their lifestyles and their work. There are also workshops where one can learn the art of making these colorful little canopies. "
599, 15. Chiang Mai City Arts & Cultural Centre ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123230_20191029135739.jpg," Located in the background of the Three Kings Monument, Chiang Mai City Arts & Cultural Centre is the one-stop destination for those looking to learn Chiang Mai's comprehensive history. Through masterful mosaics, paintings, maps, relics and life-sized sculptures, this place takes one on a captivating tour of Chiang Mai, right from its early settlements to its modern culture.  "
600, 16. Hiking in Chiang Mai ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123197.jpg," Chiang Mai offers several hiking opportunities to those in search for adventure on a holiday. The presence of hills and natural beauty in the region have allowed hiking trails like the Wat Pha Lat, Doi Suthep, Huay Tung Tao and Doi Inthanon to become popular among tourists and trekkers. Every hike promises breathtaking views, cultural history and a refreshing experience. "
601, 17. Wiang Kum Kam ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123201_20191210154432.jpg," Lying on the outskirts of Chiang Mai is the lost city of Wiang Kum Kam. An archaeological site, the city of Wiang Kum Kam, was located on the banks of the Ping River and was once the capital city of the Lanna kingdom. Abandoned in the 16th century due to the flooding of the river, the remains of the city were only discovered in the 1980s. "
602, 18. Wat Umong ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/WatUmong_20200123122451_20200123123356.jpg," Nestled near the Doi Suthep mountain, Wat U Mong Thera Jan is a peaceful temple far from the city bustle. It is also called the Tunnel Temple due to its labyrinth network of tunnels set within the forest. It offers a wholesome experience of Buddhism, complete with ancient stone structures, Dhamma teachings, meditation sessions and prayer chants reverberating in the air. "
603, 19. Saturday Walking Street ,"
3.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123250.jpg," The Saturday Walking Street is a night market that locates itself on the Wualai Road every Saturday. The road is lined with shops selling local goods, handicrafts, mementos and authentic Thai street food. The evening comes alive with colourful displays and chattering crowds. Inexpensive foot massage booths are also available for customers tired after an evening of gala. "
604, 20. Warorot Market ,"
4.4
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123192_20190930111727.jpg," Warorot Market can be thought of as an authentic Thai supermarket that sells everything under the sun. Aisles are flanked by stalls which display fresh spices, farm produce, local delicacies, condiments, bags, footwear, clothes, accessories and domestic appliances. The market is always buzzing with locals, making it the perfect place to completely immerse oneself in Thai culture.  "
605, 21. Royal Park Rajapruek ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123227.jpg," Originally built to commemorate the anniversaries of the Royal King's birth and his accession to the throne, Royal Park Rajapruek is now a public park popular among locals and tourists alike. Due to the many varieties of plant species growing here, it is the hub of agricultural research today. Its several exhibits showcase everything from international flora to Thai historical culture. "
606, 22. Kat Rin Kham Night Bazaar ,"
3.0
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123272_20191001175832.jpg," The Kat Rin Kham Night Bazaar, located next to Maya Mall, is a small night market in Chiang Mai. It is popular as the University Market, due to its close proximity to Chiang Mai University, and is a local favourite among the youth. Shops sell everything from street food, clothes, accessories, bags, manicures and crafts, at cheap prices beginning from as low as THB 40. "
607, 23. Wat Chiang Man ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123195_20191206164009.jpg," Built in 1296 CE during the inception of Chiang Mai, Wat Chiang Mai is the oldest temple in the city. It has two decorated viharns, which contain the oldest and highly venerated Buddha images. The temple is decorated with elaborate golden structures and intricate engravings. The compound also has a scripture library called the Ho Trai, and a lovely lotus pond. "
608, 24. Wat Chet Yot ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123233.jpg," Wat Chet Yot is a temple in Chiang Mai where many cultures collide. The architecture of the temple and the spires have clear Indian, Thai and Lanna influences, with symbolic depictions of Buddha's life. The stuccoed temple is especially venerated as a place of worship for those born in the Year of the Snake, according to the Chinese calendar. "
609, 25. Wat Phakhao ,"
3.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/30972285152_9d72dba7e0_z_20190327131853_20190327131912.jpg," Wat Phakhao is a small, quiet Buddhist temple located along Ratchapakhinai Road. Since it isn't very popular, it offers a respite from noise and crowds. The temple structures are simply built, with interiors decorated with red and gold designs, and the exteriors flanked by lovely gardens. The place holds also holds monk chats, where visitors can converse with learned monks about Buddhism. "
610, 26. Doi Ang Khang ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123200_20191010105559.jpg," Doi Ang Khang is the perfect mountain getaway for those looking for adventure and relaxation rolled into one. Since it is known for its natural beauty, there are opportunities for hiking, nature trails, birdwatching and mountain biking. Many tourist attractions such as the Bonsai Garden, Kiu Lom Viewpoint, and the Royal Agricultural Station are situated here, for visitors to enjoy a tryst with nature. "
611, 27. Mon Jam ,-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/mon-jam-chiang-mai-6_20190308131744.jpg," Also known as ‘Doi Mon Jam’ and 'Mon Chaem', located just about 45 minutes from the Province of Chiang Mai, Mon Jam is a mountaintop community and national park in the Mae Rim County. This is also a part of the Royal Project, which empowers the residents to use sustainable farming methods to cultivate a variety of crops around the year. "
612, 28. Chiang Mai Gate Market ,"
3.4
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123241.jpg," Talat Pratu, commonly known as the Chiang Mai Gate Market, is a large local market in Chiang Mai, which locals access to fulfil their daily domestic needs. Located along the Bumrung Buri Road, vendors begin setting up shop during the wee hours of morning, selling everything from fruits, vegetables, Thai condiments, traditional preparations of meat, and souvenirs. "
613, 29. Wat Lokmoli ,"
3.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123262_20191003104154.jpg," Rich with history of its origin, Wat Lokmoli is a temple that dates back to the era of the Mengrai Dynasty during the 14th century. It is known most significantly for its chedi, which is among the largest of all the temples in Chiang Mai. The alluring temple is decorated with structures of traditional serpents, wooden carvings, ornamental gateways and even a statue of a Lanna queen.  "
614, 30. Mae Ping River Cruise ,"
4.0
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123211.jpg," The Mae Ping flowing through Chiang Mai gives ample opportunity for exciting river cruises to be organised along it. The Mae Ping River Cruise allows visitors to journey across the smooth waters and experience the local riverside sights and sounds of the city, or arrange a luxe dinner cruise, making for a grand yet cultural evening under the light of the stars. "
615, 31. Wat Phan Tao ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123199_20191210165405.jpg," Considered as one of the older temples of Chiang Mai, Wat Phan Tao is a very beautiful temples. Built as a palace for Chao Mahawong the temple was converted into a monastery in the late 19th century. The teak wood viharn exude classic charm and was built when the teak trade was at its peak. "
616, 32. Loi Krathong ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/shutterstock_749381965_20190823104226.jpg," Loi Krathong is a festival of lights celebrated in Thailand to worship the water goddess. People gather around lakes and rivers to set afloat candles, tealights, flowers and incense atop special holders called krathongs. In Chiang Mai, this event coincides with the Yi Peng festival, where thousands of lanterns are released into the sky, turning the night magical.  "
617, 33. Huay Tung Tao Lake ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123235_20190510184821.jpg," Huay Tung Tao Lake, a man-made reservoir, is a stunning waterside location just outside Chiang Mai to spend the day. It features a gorgeous view of the Doi Suthep mountains, calming waters, and grass huts peppered along the landscape. It has dozens of restaurants with seating floating atop the lake where you can grab a bite, order a drink, lay back, and relax. Chiang Mai may be a land-locked area in the typically beach-famous country of Thailand, but its hidden wonders like Huay Tung Tao Lake provide respite on even the hottest of days. "
618, 34. Patara Elephant Farm ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123204_20190918104011.jpg," Patara Elephant Farm is a interactive park aimed at the care and conservation of elephants. Visitors can feed them, ride on their backs, play with them in their natural habitat and even assist in their healthcare activities. The farm also allows people to become elephant owners for a day, which is a great opportunity to establish a loving bond with the species. "
619, 35. Kalare Night Bazaar ,"
2.6
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123289.jpg," One of the quieter markets in the Chiang Mai Night Bazaar, the Kalare Night Bazaar is an arcade which hosts a string of shops that cater to all of a visitor's needs, right from clothes and jewellery to gifting options and tour operators. The market is known for its dining options which offer a plethora of cuisines, and its entertainment spaces which organise fascinating performances. "
620, 36. San Kamphaeng & Bo Sang ,"
2.7
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123285.jpg," San Kamphaeng & Bo Sang are two villages near Chiang Mai, that thrive on authentic handicraft and textile production. San Kamphaeng is famous for its various beautiful silk and cotton products, while Bo Sang, also known as the Umbrella Village, is invested in creating bright floral umbrellas symbolic of Chiang Mai. In both these places, visitors can observe the skill with which the manufacturers practice their craft. "
621, 37. Maesa Elephant Camp ,"
4.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123196_20190930185356.jpg," One of the largest elephant relief camps in the city, Maesa Elephant Camp is a conservative which houses elderly, baby and rescued elephants. They strive towards providing full comfort to them, tending to their dietary and healthcare needs. Visitors can enjoy several talent shows and skills performed by the elephants, among which painting and football are the most popular.  "
622, 38. Queen Sirikit Botanic Garden ,"
3.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123249_20191001181338.jpg," Founded in 1992, Queen Sirikit Botanic Garden prides on being Thailand's largest botanical garden. Encompassing within it the panoramic vistas of the Doi Suthep mountains, the garden has several walking trails and a massive glasshouse where visitors can familiarise themselves with exotic specimens of forests and plant-life from all over the world.  "
623, 39. San Kamphaeng Hot Springs ,"
4.3
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123193.jpg," Hot springs are a popular feature of Thailand, and the San Kamphaeng Hot Springs are a well-known attraction dabbling in this industry. This place, located in Ban Sahakorn, has two mineral baths set against picturesque natural beauty, where visitors can relax and blow off steam. One can also indulge in the quirky activity of boiling eggs in the hot water and relishing them as part of this extraordinary experience. "
624, 40. Anusarn Night Bazaar ,"
3.0
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123273_20191003113541.jpg," Situated near the end of the famous Chiang Mai Night Bazaar, the Anusarn Night Bazaar is known for being the largest and most exciting night market in Chiang Mai. Shops lined along the street sell everything from jewellery, clothes, bags, local Thai food, and souvenirs at reasonable prices. Busy restaurants, pubs and massage parlours in the area serve to satiate the weary shopper. "
625, 41. Bua Tong Sticky Waterfalls ,-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/1_20190321202005.jpg," Bua Tong Waterfalls in Chiang Mai is one of those places where you will encounter nature at its purest and rawest form. It is Thailand’s most peerless location, one: a traveller must never miss out on. Also known as the Sticky Waterfalls, this location is just about an hour and a half away towards the north from the old city of Chiang Mai. This place located far from the city makes an ideal location for locals to spend a relaxing and calming weekend at. Bua Tong is a scenic waterfall made from deposits of limestone and various other minerals. The waterfall also derives its nickname ‘sticky waterfall’ as the limestone generate plenty of friction to prevent you from slipping over the watery rocks. This makes it an easy task to climb to the top of the waterfall with the support of ropes. "
626, 42. Chang Puak Gate Night Market ,"
2.6
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/800px-Night_Market_Chiang_Mai_20190327120604_20190327120627.jpg," Also known as the North Gate Market, Talat Phlu Chang Phueak, translating to the Chang Puak Gate Night Market, is a food market located in northern Chiang Mai. Shops lining the street sizzle the air with sounds and smells of flaming woks cooking traditional Thai delicacies, especially seafood. The market is visited by a lot of tourists who seek to experience authentic Thai cuisine at cheap prices. "
627, 43. Thai Elephant Care Centre ,"
3.3
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123244.jpg," Founded in 1976, the Thai Elephant Care Centre serves as the last home for elderly elephants before they pass away. Staff and visitors devote their time to caring and bonding with old elephants, helping them in their daily routines of bathing, feeding and healthcare. Spending a day at this facility can be a deeply emotional and life-changing experience. "
628, 44. Songkran ,"
3.6
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123220.jpg," Songkran is an annual Thai festival that rings in the Buddhist New Year, marked by a national holiday in Thailand. Locals devote their time in prayer and veneration of the Buddha image, and then engage in water games, bursting firecrackers and preparing Thai delicacies. Due to the presence of numerous temples in Chiang Mai, many Thais prefer celebrating Songkran here. "
629, 45. Wat Srisuphan ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123209_20191001161723.jpg," Since it is constructed completely out of silver, Wat Srisuphan makes for one of the most breathtaking temples in Chiang Mai. The glistening interiors of the temple are also decorated from wall to wall with mirror work, silver and bright colours, along with a silver Buddha. The temple conducts monk chats, wherein visitors can converse with monks about Buddhism. "
630, 46. Wat Pha Lat ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123231_20191009163151.jpg," Located deep within a forest, Wat Pha Lat is a temple that merges the spirituality of Buddhism with the beauty of nature. It can be reached after a delightful hike along the monk's trail, completing which the temple offers a rewarding experience. One finds that stone images and carved statues are set amidst freely flowing waterfalls, sounds of birds and a peaceful atmosphere.  "
631, 47. Wat Phra That Doi Kham ,"
4.1
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123210_20190930190015.jpg," Wat Phra That Doi Kham, also known as the Golden Temple, is a temple housing a 17 metre tall golden statue of Buddha atop a hill. Set against the picturesque Doi Pui mountains with a panoramic view of the city below, the temple is said to preserve a lock of Buddha's hair. The complex is decorated with bells and gongs, as well as ancient sculptures of mythical creatures. "
632," 48. Grand Canyon, Chiang Mai ",-1,CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/33035144805_290af2d986_b_20190322110859.jpg," Planning a day's outing with your loved ones? Head over to Hang Dong Canyon, a striking canyon located just an hour away from Central Chiang Mai. It is also fondly known as the Grand Canyon of Chiang Mai – the name adapted from its American counterpart which looks uncannily similar. Away from the hustle-bustle of the city life, a visit to the Grand Canyon can be the much-needed change that you are looking for.  "
633, 49. Baan Chang Elephant Park ,"
3.5
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123234_20190930184749.jpg," Baan Chang Elephant Park is a conservative sanctuary dedicated to the care and well-being of Asian elephants. They offer programs which offer guidance for proper communication, feeding, bathing and riding of elephants. Their mahout training sessions are useful in understanding the needs of young and old elephants, aiming at bringing man and nature closer. "
634, 50. Suan Dok Gate ,"
3.2
 /5
",CHIANG-MAI,https://www.holidify.com/images/foreign/compressed/attr_123252.jpg," The Suan Dok Gate is a prime historical landmark situated in the Si Phum District of Chiang Mai. It once formed a part of the walled settlement of Wiang Suan Dok during the period of the Lanna Kingdom around the 14th century. Today, it stands as a reminder of the grand architectural feat of the city's traditions, while also serving as a centre point for hotels and restaurants to flourish.  "
635, 51. Mae Sa Waterfall ,"
3.8
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123216_20190918170345.jpg," Mae Sa Waterfall is an eight level waterfall set amidst the lush rainforests of Mae Sa. Visitors can picnic near the lower waterfalls, or trek upwards to the higher tiers which are uncrowded and peaceful. There are several vendors around who sell local street food delicacies that tourists can enjoy. The surrounding Mae Sa valleys also offer opportunities for adventure activities.  "
636, 52. Fang ,"
4.4
 /5
",CHIANG-MAI,https://www.holidify.com/images/cmsuploads/compressed/attr_123191_20191009174345.jpg," Fang is a quiet town located in northern Chiang Mai, which boasts of scenic beauty and natural sights. Doi Ang Khang, Fang Lake, Wat Tha Ton, Fang Hot Springs, Sky Walk, and Doi Pha Hom Pok National Park are among the most popular ones. Since the place doesn't see much tourist footfall, it makes for a great place to relax and unwind. "
637, 1. Lazarus Island ,"
3.2
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/Lazarus-Island_20180714160624.jpg," One of Singapore's best-kept secrets, the Lazarus Island is nestled south of mainland Singapore. With its breathtakingly beautiful surroundings, the beach is a perfect sandy affair and an ideal spot to soak in the rays and have a picnic. "
638, 2. Gardens by the Bay ,"
4.7
 /5
",  Located in :   Marina Bay  ,https://www.holidify.com/images/cmsuploads/compressed/30284351318_3c318bdd82_b_20191014170606.jpg," A must-visit place in Singapore, Gardens by the Bay is a 101 hectare nature park, and botanic gardens. Home to almost 4,00,000 plants, it is famous for the awe-inspiring Supertree Groves, SkyWay, Flower Dome and the hypnotic Garden Rhapsody, the light and sound show.Timings:  5:00 AM - 2:00 AM, Conservatories & OCBC Skyway: 9:00 AM - 9:00 PM, Last Ticket Sale: 8:00 PMEntry Fee: Gardens: Free, Conservatories: Adult: SGD 28, Child (under 13yr): SGD 13, OCBC Skyway: Adult: SGD 8, Child (under 13yr): SGD 5  Nearest MRT: Bayfront "
639, 3. Sentosa Island ,"
4.2
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/1_sentosa_aerial_2016_20190127112531.jpg," A tiny resort-island off the southern coast of Singapore, Sentosa Island is home to themed attractions, sun-washed beaches, lush rainforests, amazing spas and some popular resort hotels.  "
640, 4. Pulau Ubin ,"
4.7
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/8241420576_56957f75ca_k_20191016131432.jpg," Pulau Ubin is a 10.2 square kilometre island lying northeast of Singapore. Translating to Granite Island in Malay, it is one of the last two kampongs of Singapore - a place where one can truly enjoy and experience Singapore for what it used to be. The main attraction is the Chek Jawa Wetlands. "
641, 5. Haw Par Villa ,"
4.4
 /5
",  Located in :   West And Southwest Singapore  ,https://www.holidify.com/images/cmsuploads/compressed/Haw_Par_Villa_3_(32129418165)_20180626114310.jpg," Formerly known as the Tiger Balm Garden, Haw Par Villa is an Asian culture theme park and Singapore's largest outdoor art gallery. Claimed to be the last of its kind in the world, this repository of Asian folklore and myths is famous for depicting the ""Ten Courts of Hell"" from Chinese folklore.Timings: Park: 9:00 AM - 10:00 PM, Last entry at 9:30 PM Ten Courts of Hell: 9:00 AM - 9:30 PM, Last entry at 9:15 PM "
642, 6. Singapore Botanic Gardens ,"
4.9
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/15960226189_30d7cf61e1_b_20190127111523.jpg," Singapore Botanic Gardens is the only tropical garden to feature as a UNESCO World Heritage Site. The 82-hectare garden houses more than 10,000 species of flowering plants and trees. The prime attractions are the National Orchid Garden, and Jacob Ballas Children’s Garden.Timings: 5:00 AM - 12:00 AMEntry Fees: Free Nearest MRT:  Botanic Gardens  "
643, 7. Cloud Forest ,"
2.6
 /5
",  Located in :   Marina Bay  ,"https://www.holidify.com/images/cmsuploads/compressed/1024px-Cloud_Forest,_Gardens_by_the_Bay,_Singapore_-_20120617-05_20180509111022.jpg"," The Cloud Forest Dome, housed in Gardens by the Bay, is a greenhouse-like structure, re-creating the tropical montane climate found between 1500m and 3000m. The centrepiece attraction is a 35m high mountain with the world's tallest indoor waterfall.Timings: 9:00 AM - 9:00 PMLast ticket sold at 8:00 PM Last entry: 8:00 PMMist Timings: 10:00 AM, 12:00 PM, 2:00 PM, 4:00 PM, 6:00 PM, 8:00 PM "
644, 8. ArtScience Museum ,"
4.5
 /5
",  Located in :   Marina Bay  ,https://www.holidify.com/images/cmsuploads/compressed/1024px-ArtScience_Museum_viewed_from_Bayfront_Drive_20180514203240_20180514203347.jpg," The ArtScience museum at Marina Bay is a premier exhibition space featuring touring exhibitions from art and science. One of the quirkiest buildings and things to see in Singapore, it houses ever-changing themes and displays across its 21 gallery spaces.Timings: 10:00 AM - 7:00 PMLast admission at 6:00 PM "
645, 9. SEA Aquarium ,"
4.7
 /5
",  Located in :   Sentosa Island  ,https://www.holidify.com/images/cmsuploads/compressed/SEA5_20180503174848.JPG," The South East Asia Aquarium or the SEA Aquarium is one of the largest aquariums in the world, home to more than 800 species of aquatic wildlife. The chief draw is the Open Ocean Tank - world's largest viewing panel and the only aquarium in the world to house the giant oceanic manta ray.Timings: 10:00 AM - 7:00 PMEntry Fees: Adult ( 13-59 years): SGD 40 Child (4-12 years): SGD 29 Senior (60 years and above): SGD 29 "
646, 10. Helix Bridge ,"
4.3
 /5
",singapore,https://www.holidify.com/images/cmsuploads/compressed/8295145909_864354fb21_b_20190807114456.jpg," Connecting Marina Central to Marina South lays the gorgeous Helix Bridge. Popularly known as ""The Helix"", it is a pedestrian bridge linking the city's existing CBD area with the newly developed Bayfront district. The stunning edifice shines dazzlingly at night by ribbons of LED lighting, turning it into a popular tourist attraction. "
647, 11. Buddha Tooth Relic Temple ,"
4.6
 /5
",  Located in :   Chinatown  ,https://www.holidify.com/images/cmsuploads/compressed/buddha-tooth-relic-temple-2025319_960_720_20190926145357.jpg," The Buddha Tooth Relic Temple is a Chinese Buddhist Temple in Chinatown, Singapore. The five-storey temple is famed worldwide for storing the left canine tooth of Lord Buddha, recovered from his funeral pyre in Kushinagar, India.Timings : 7:00 AM - 7:00 PM daily Stupa Chamber and Museum: 9:00 AM - 6:00 PM "
648, 12. Marina Bay Sands ,"
5.0
 /5
",  Located in :   Marina Bay  ,https://www.holidify.com/images/cmsuploads/compressed/Marina_Bay_Sands_in_the_evening_-_20101120_20190127113424_20190314132731.jpg," Singapore's most iconic hotel, Marina Bay Sands is a resort complex, ranked as the world's most expensive standalone casino property. The 55-storey tower is home to the world's largest infinity pool and atrium casino. Other prime attractions include the Shoppes Mall, ArtScience Museum and Sands SkyPark.  Nearest MRT:  Bayfront "
